filename,repetition,participant_id,average_time_between_vocalizations,cycle_to_cycle_variability,diadochokinetic_rate,early_relative_pace_stability,late_relative_pace_stability,pace_stability,resonant_frequency_attenuation,std_time_between_vocalizations,syllable_lengths_mean,syllable_lengths_sd,average_mfccs_1,average_mfccs_2,average_mfccs_3,average_mfccs_4,alpha_ratio_mean,alpha_ratio_sd,apq11_shimmer,apq3_shimmer,apq5_shimmer,dda_shimmer,ddp_jitter,duration,f1_bandwidth_mean,f1_bandwidth_sd,f1_frequency_mean,f1_frequency_sd,f1_relative_energy_mean,f1_relative_energy_sd,f2_bandwidth_mean,f2_bandwidth_sd,f2_frequency_mean,f2_frequency_sd,f2_relative_energy_mean,f2_relative_energy_sd,f3_bandwidth_mean,f3_bandwidth_sd,f3_frequency_mean,f3_frequency_sd,f3_relative_energy_mean,f3_relative_energy_sd,h1_a3_harmonic_difference_mean,h1_a3_harmonic_difference_sd,h1_h2_harmonic_difference_mean,h1_h2_harmonic_difference_sd,hammarberg_index_mean,hammarberg_index_sd,hnr_mean,hnr_sd,local_jitter,local_absolute_jitter,local_dB_shimmer,local_shimmer,loudness_mean,loudness_sd,pause_durations_sum,pause_durations_mean,pause_durations_sd,number_of_pauses,pause_rate,ppq5_jitter,rap_jitter,rate_loudness_peaks,signal_to_noise_ratio,spectral_slope_0_500_mean,spectral_slope_0_500_sd,spectral_slope_500_1500_mean,spectral_slope_500_1500_sd,speech_ratio,utterance_durations_sum,utterance_durations_mean,utterance_durations_sd,vocal_tremor,pitch_max,pitch_min,pitch_mean,pitch_std,pitch_range,pitch_coefficient_of_variation,pitch_skewness,pitch_kurtosis,pitch_first_quartile,pitch_second_quartile,pitch_third_quartile,pitch_q2_q1_range,pitch_q3_q2_range,pitch_q3_q1_range,pitch_percentile_1,pitch_percentile_99,pitch_percentile_1_99_range,pitch_percentile_20,pitch_percentile_80,pitch_percentile_20_80_range,pitch_linear_regression_offset,pitch_linear_regression_slope,pitch_linear_regression_mse
HC325a,a,HC325,0.030897,0.02,7.255139,116.666667,119.791667,82.679728,0.482239,0.008331,0.101333,0.012621,165.357574,-12.185637,21.019382,-9.764656,6.560192,4.25619,,6.787377,11.630358,20.36213,5.367246,4.204813,296.495524,186.321631,594.028039,119.325774,-3.234761,3.591479,488.797366,319.45999,1495.698369,297.411469,-14.418409,5.41087,543.517513,364.746894,2541.834152,319.189517,-24.448659,5.536785,-17.390454,6.347945,-1.113157,2.653351,26.115274,4.951727,-103.268188,103.002954,4.878706,0.043375,133.890915,15.25439,-32.225311,10.608285,2.225,0.071774,0.01589,31,0.529156,3.393008,1.789082,16.230366,-0.000151,-1.5176,2.651008,-12.435278,4.936727,0.454241,1.91,0.059687,0.013972,221.901099,126.273596,92.599876,112.279452,6.925692,33.67372,0.061683,-0.281779,-0.242787,108.368226,112.307682,117.23132,3.939456,4.923639,8.863094,96.229838,125.302669,29.072831,106.54782,119.090806,12.542986,113.728075,-0.02658,47.252876
PN314b,b,PN314,0.049127,0.025829,6.153846,101.329787,102.12766,47.310533,0.425006,0.013244,0.114444,0.013508,131.847473,-36.913082,6.121395,-19.170408,3.109964,0.923774,10.609556,3.402739,5.093414,10.208218,4.288571,11.8815,281.529788,163.415338,664.539631,74.055996,-0.196985,4.726837,319.460252,292.837784,1438.310205,162.924405,-7.872734,4.707044,571.691986,533.419729,2746.094277,178.412303,-19.513012,5.071912,-16.067423,4.941243,-1.963081,3.30656,22.494086,4.318868,-87.311897,106.16703,2.584935,0.011251,117.2712,10.494034,-41.009256,7.034988,6.51,0.09169,0.018707,71,0.547911,1.902839,1.429524,13.680154,-0.000976,3.147298,2.377203,-6.037466,2.263953,0.436814,5.19,0.072083,0.014234,107.130425,244.668191,138.137148,223.86391,17.145734,106.531043,0.07659,-2.116426,4.839391,222.311867,229.271289,234.544579,6.959422,5.273289,12.232712,161.222156,239.939221,78.717065,218.805192,235.464826,16.659634,230.676579,-0.033726,278.428781
HC413a,a,HC413,0.057302,0.012571,5.633803,135.9375,143.4375,52.90026,0.974151,0.012552,0.115273,0.009391,132.219193,-3.055216,14.768363,7.45943,7.90054,5.119644,44.85703,7.434005,10.823026,22.302014,5.113923,7.8825,392.623118,191.097739,615.337732,179.638401,-9.511851,3.829257,511.193136,297.729633,1658.449212,241.932874,-21.256847,6.05384,566.981734,389.770199,2671.507762,260.648676,-28.717326,6.086406,-17.164377,5.453735,7.522425,5.379987,27.675269,5.630291,-103.731243,103.184464,4.104796,0.027047,145.530823,17.073341,-44.052597,6.481025,4.8,0.104348,0.024883,46,0.608944,1.919232,1.704641,14.950166,-0.002709,-2.954187,2.30385,-11.245688,3.09735,0.381859,3.01,0.064043,0.015732,662.895751,187.453278,101.208728,151.314565,12.662393,86.24455,0.083683,-0.637297,1.333633,144.007027,151.874152,159.290085,7.867125,7.415933,15.283058,114.196023,175.188935,60.992913,142.157187,162.476986,20.319799,167.156981,-0.122335,76.029449
PN412a,a,PN412,0.03392,0.020324,7.425501,95.723684,100.657895,36.976962,0.431314,0.01252,0.098947,0.010923,152.234238,-13.890935,4.77547,-0.425328,5.447962,2.039252,8.839025,5.365069,7.990183,16.095207,4.465351,10.333625,212.695536,84.790177,577.507424,61.969738,-0.857155,3.052005,383.637247,230.056463,1506.063743,129.924025,-12.409091,4.098358,642.975271,297.752522,2527.71925,179.828701,-25.644792,4.335205,-23.348165,4.284173,0.82316,2.466924,27.69609,3.66781,-97.42981,104.381029,3.031095,0.015194,121.288416,13.501144,-41.938877,8.913317,5.625,0.074013,0.017207,76,0.544339,1.475747,1.48845,16.4859,-0.001393,0.172615,2.66673,-10.660233,2.183558,0.446116,4.61,0.05987,0.013579,215.18965,225.371506,115.785195,195.973775,14.85499,109.58631,0.075801,-1.878371,5.06275,192.800909,197.824666,204.283803,5.023758,6.459137,11.482894,154.141546,216.180583,62.039037,190.953957,206.736271,15.782314,202.865047,-0.039492,204.750139
HC101b,b,HC101,0.030491,0.025448,7.896679,134.659091,148.295455,46.7431,0.494728,0.023826,0.094505,0.016301,157.070496,-5.852555,8.769254,-5.590448,4.9123,1.568501,11.132966,4.68706,5.911757,14.061179,4.852978,13.603625,183.349183,109.422296,530.456477,73.302012,3.561425,2.816269,319.357329,208.982827,1370.871208,174.677193,-8.149019,3.420092,474.474605,276.335398,2408.733172,172.807217,-20.357022,4.46702,-19.910966,4.306551,-0.909183,2.008516,25.881611,4.136289,-109.566573,102.63274,3.723224,0.026938,117.853272,13.678513,-39.762533,9.019052,7.37,0.068879,0.02654,107,0.541767,1.937801,1.617659,17.313916,-0.000918,1.564782,1.711929,-11.487062,3.069335,0.454291,6.18,0.057222,0.015536,66.299109,232.402397,75.549395,137.754509,12.308265,156.853001,0.089349,3.04855,27.90773,133.405005,138.025143,141.580026,4.620138,3.554883,8.175021,113.141786,160.319573,47.177787,132.206297,142.617693,10.411396,144.76975,-0.040905,134.993186
HC421a,a,HC421,0.042824,0.027636,6.937562,99.166667,115,61.441029,0.457582,0.020797,0.103314,0.013971,156.700287,-3.094269,5.382099,1.000784,5.605628,1.831979,,7.030754,10.145535,21.092263,4.743831,5.276125,211.425862,152.801364,583.748827,71.256608,0.116178,4.214202,466.621442,284.698414,1406.543825,181.395032,-13.476325,4.821945,506.978535,275.827061,2336.554493,233.758113,-21.754902,4.702032,-15.781462,4.225414,0.718053,3.380438,24.866938,4.017034,-111.535072,101.417162,3.936221,0.032283,135.097909,15.354406,-39.067777,8.550772,2.91,0.085588,0.01905,34,0.551541,2.203138,1.581277,15.925059,-0.00155,-0.821089,1.690016,-12.729127,2.732969,0.404653,2.135,0.061,0.017146,237.320316,133.997393,96.303404,117.278618,7.801335,37.69399,0.06652,-0.384343,-0.144586,112.508721,118.758158,121.850183,6.249437,3.092025,9.341462,99.529191,133.356834,33.827643,110.260582,122.743601,12.483019,120.037774,-0.056309,58.271388
PN28_2Rb,b,PN28,0.053517,0.044571,5.28169,101.886792,128.066038,133.402198,0.169353,0.011334,0.1408,0.034167,163.870819,-27.701395,-5.201519,-21.633913,3.815876,1.763941,12.255433,5.095374,6.928339,15.286123,3.364938,6.139875,276.734879,199.294757,637.333843,101.329776,-0.388032,3.71896,351.584033,200.196169,1309.669181,176.365604,-9.713807,5.442283,662.169702,343.781814,2392.230069,318.499768,-25.135828,6.372587,-16.128624,6.492458,-4.296351,2.391654,26.374435,5.358597,-111.163408,104.119977,2.85515,0.020691,124.520758,13.859861,-33.773859,7.758385,3.19,0.106333,0.026392,30,0.519555,1.322139,1.121646,11.646586,-0.000579,1.672967,1.778593,-10.914182,3.774288,0.405546,2.49,0.080323,0.029291,609.808978,156.468381,119.413338,137.535142,6.222643,37.055043,0.045244,-0.128394,0.045469,133.167956,138.147306,141.703446,4.97935,3.55614,8.53549,123.244002,149.395581,26.151579,132.277746,142.618404,10.340658,140.796856,-0.03883,35.132808
HC409a,a,HC409,0.036622,0.018182,7.407407,111.486486,108.445946,85.014393,0.836662,0.013332,0.098783,0.013471,137.883942,-13.863838,31.3258,-1.210079,5.370994,1.975396,,4.052256,6.52765,12.156769,5.508679,6.394063,303.865619,135.458328,555.144777,127.967538,-5.750019,3.058638,400.729981,190.240816,1629.970823,165.77023,-16.379068,2.837144,534.448946,376.164535,2601.221508,163.658903,-22.233876,3.910988,-19.183842,3.837911,5.304202,2.493345,23.725698,4.986143,-100.614928,102.459227,5.491945,0.039558,97.918307,10.777984,-40.988816,8.533818,3.22,0.07,0.02051,46,0.503592,2.588488,1.836226,14.715719,-0.001103,-1.340839,2.142718,-12.117433,2.446712,0.467621,2.99,0.063617,0.017126,329.49894,153.492175,108.426534,135.728094,8.85319,45.06564,0.065227,-0.691373,0.442808,130.939967,137.057341,141.847918,6.117374,4.790577,10.907951,111.40236,151.044501,39.642141,129.081585,142.887107,13.805522,138.108973,-0.025062,76.469553
PN301a,a,PN301,0.073354,0.048,5.848471,100.595238,90.47619,66.143783,0.510393,0.043014,0.099636,0.01595,161.091415,16.837383,3.311976,2.403262,7.062537,2.44538,13.89221,7.860742,10.310591,23.582225,8.124397,11.564375,206.095607,118.121878,516.413983,74.120981,-0.04974,3.349772,423.60488,254.668581,1342.262114,220.158745,-13.879554,4.056443,624.010508,355.281595,2407.160929,272.297219,-26.491439,5.553638,-22.664355,5.386399,-1.083013,4.01808,28.765283,5.485642,-124.886118,99.162877,4.865631,0.037634,137.617336,15.485539,-36.692661,6.621806,6.775,0.10754,0.049776,63,0.585851,3.450267,2.708132,14.190687,-0.000746,0.427968,1.826503,-13.457689,2.908785,0.389991,4.51,0.070469,0.0301,1967.846411,174.552851,74.7582,125.585014,12.183537,99.794651,0.097014,-0.372959,3.707728,121.4193,125.549575,129.242569,4.130275,3.692994,7.823269,85.839834,155.834746,69.994912,120.558012,131.071073,10.513061,123.065245,0.016204,146.308547
HC423b,b,HC423,0.037943,0.016941,7.346939,112.5,143.382353,75.90287,0.809735,0.010181,0.099111,0.012405,134.71463,-22.335852,6.455372,-4.393491,3.640253,1.237699,13.068681,3.938925,5.866755,11.816774,6.785129,5.0485,156.149601,59.114389,637.573639,46.02976,5.646466,3.693103,297.359018,180.711105,1563.030357,165.979265,-5.252535,3.846862,345.687379,256.126199,2564.333588,91.05425,-14.385725,3.690056,-16.129659,4.174489,-1.535672,2.192676,20.856423,4.537976,-106.07174,104.096417,4.007146,0.018989,124.64512,10.674952,-37.71392,8.023727,2.735,0.078143,0.015634,35,0.541745,2.774804,2.26171,15.704388,-0.000534,3.352259,2.286159,-11.953663,2.724333,0.42884,2.165,0.060139,0.015252,43.02153,382.643778,135.760915,214.897655,30.730461,246.882863,0.143,2.817252,15.675316,206.955237,213.229397,226.947407,6.27416,13.71801,19.99217,149.048032,377.266175,228.218143,201.789029,229.648388,27.859358,241.172265,-0.383571,710.883443
HC323b,b,HC323,0.047568,0.020444,6.490179,121.153846,131.730769,129.618808,0.880699,0.013145,0.105684,0.012469,142.723465,2.720202,17.748188,11.541057,13.542062,11.921366,,7.801028,12.08597,23.403085,8.980213,6.091312,376.055898,241.576291,550.670036,239.007555,-5.896451,6.66405,496.662853,308.668589,1557.725263,312.663224,-22.926582,8.523458,723.927709,363.412151,2642.738098,443.453003,-33.515855,8.036153,-23.45546,5.299252,0.391956,3.824941,34.229036,8.157193,-110.0884,101.182089,6.25912,0.046439,161.570116,19.205371,-37.609063,5.4212,3.105,0.081711,0.023234,38,0.509742,3.48235,2.993404,14.909091,-0.001529,-2.470981,2.937446,-8.209764,6.38912,0.451463,2.75,0.070513,0.014927,204.027044,165.950002,87.143344,126.542021,13.65002,78.806658,0.107869,0.042793,0.317942,117.39762,127.438385,134.957625,10.040765,7.51924,17.560005,96.344733,162.181453,65.83672,115.592394,136.862869,21.270475,132.736531,-0.056571,173.415597
HC343a,a,HC343,0.023814,0.006857,8.897877,142.105263,167.763158,120.701723,0.556963,0.007998,0.086545,0.008574,189.016556,-12.396908,-2.303411,-8.032774,4.560477,1.670986,,4.28738,7.267375,12.86214,5.792357,5.09425,231.847662,115.260276,554.742809,66.954941,1.764823,3.319731,372.512177,317.268913,1290.138904,189.153635,-7.515776,4.228246,619.406212,303.994674,2320.467463,222.51812,-22.332312,5.441912,-21.297877,5.795203,0.678659,2.421993,27.856206,4.851096,-106.602715,103.397062,3.989613,0.0305,114.163867,13.139226,-43.424698,8.759313,2.17,0.049318,0.010313,44,0.42597,3.474492,1.930786,15.855856,-0.001331,1.542594,1.881857,-12.994751,4.81809,0.544732,2.775,0.061667,0.010382,64.773616,145.619428,101.964799,130.948726,6.596479,43.654629,0.050375,-2.049715,6.592294,129.21035,132.600619,133.908397,3.390269,1.307778,4.698047,103.869631,141.975215,38.105584,127.384176,134.18744,6.803264,135.406742,-0.05679,36.804503
PN408b,b,PN408,0.042909,0.029767,7.281553,102.678571,102.678571,43.886449,0.956229,0.032856,0.096711,0.011165,147.278687,-32.403053,13.197283,-10.797566,3.136833,1.195176,4.545839,3.802404,6.307023,11.407213,5.215977,6.524687,267.615898,101.859877,632.682462,115.336614,1.689017,3.550822,289.39505,150.404713,1567.285817,167.155079,-6.98977,4.082713,430.647576,225.485733,2547.094516,171.617791,-16.984968,5.070375,-17.697834,4.571396,0.954247,2.666065,21.471355,5.270166,-115.202274,101.63299,3.904326,0.018296,121.514344,12.969543,-40.784457,9.892602,3.78,0.084,0.031826,45,0.579338,1.806079,1.738659,18.333333,-0.000777,1.761493,2.846326,-7.92619,2.366084,0.367834,2.4,0.052174,0.01432,12535.789829,246.249909,125.456667,205.125459,22.959915,120.793241,0.111931,-1.407005,1.1832,203.890707,214.122695,217.399917,10.231988,3.277222,13.50921,138.471315,239.579128,101.107812,181.773189,218.536311,36.763122,218.22576,-0.195527,469.097931
PN415a,a,PN415,0.024258,0.016,7.582938,129.310345,140.948276,73.831564,0.430118,0.008969,0.1065,0.013629,131.329788,-32.274338,9.246881,-21.322676,2.962067,0.891386,12.825271,4.332139,5.157,12.996418,4.495581,4.397563,271.220815,182.268544,735.063256,68.803696,1.261307,4.34176,403.551419,385.358275,1627.449024,141.659163,-6.62357,4.30819,578.885628,519.310471,2863.069863,212.173266,-16.425013,3.929403,-15.613192,4.191292,-0.954218,3.036313,20.921455,4.313189,-105.118744,104.056975,3.132976,0.014298,99.888824,11.282539,-37.016229,8.814976,2.175,0.067969,0.014677,32,0.494592,1.279786,1.498527,15.158924,-0.000737,2.518594,2.672436,-8.409419,2.613583,0.46503,2.045,0.06197,0.011477,104.225733,244.986214,142.46011,216.124669,20.253651,102.526104,0.093713,-1.440815,1.840807,212.635735,222.862021,229.374064,10.226287,6.512042,16.738329,144.2943,244.352207,100.057906,199.448468,229.858702,30.410234,225.880731,-0.184077,377.884824
HC412a,a,HC412,0.044596,0.024,6.741573,111.627907,128.197674,49.548393,0.446021,0.013583,0.104,0.011776,141.727921,-16.544003,-8.127181,-6.195886,3.544022,1.192252,8.361737,2.839516,4.348118,8.518547,4.32762,7.233187,256.273255,133.509921,694.190317,71.17703,1.18001,4.010295,423.420152,236.398117,1426.476456,199.733046,-7.692097,3.786298,810.552248,378.821619,2447.892074,287.045102,-21.572055,5.80549,-18.462137,5.555265,-2.309558,1.882283,28.320389,4.909451,-127.958614,99.872882,2.880054,0.013672,97.037449,10.340486,-43.483072,8.701254,4.425,0.094149,0.015517,47,0.611763,1.150599,1.44254,17.439703,-0.001608,-0.085645,2.680669,-9.977628,2.726789,0.372588,2.695,0.056146,0.010909,156.413787,238.012107,159.29349,207.813654,14.227534,78.718616,0.068463,-1.300624,2.985745,199.404133,210.766103,215.980798,11.36197,5.214695,16.576664,160.325613,235.442378,75.116765,199.053148,216.980883,17.927735,224.517058,-0.221237,108.189684
HC006_2Ra,a,HC006,0.03776,0.018,6.2954,112.5,109.615385,47.379558,0.8535,0.008914,0.116308,0.0122,152.706085,-4.417563,5.961937,6.73683,5.722595,3.520903,,6.073912,11.634079,18.221737,4.093711,4.239375,266.936048,205.132482,532.558779,84.838673,1.125728,4.244324,369.026919,211.531376,1431.692178,181.350866,-10.487365,5.100171,548.273027,267.549913,2404.742582,263.044991,-20.91709,6.423643,-18.134265,6.328738,3.57126,2.19428,25.050585,5.134488,-53.456591,92.990283,3.476939,0.032978,123.367771,13.763125,-33.738729,6.972064,1.88,0.072308,0.008462,26,0.443462,2.320551,1.36457,11.555556,-0.000353,0.834653,1.887243,-10.789922,3.286952,0.530739,2.25,0.083333,0.011785,166.31696,121.092148,92.534277,104.94554,4.92202,28.55787,0.046901,0.047588,0.218203,101.888239,104.776186,108.910625,2.887947,4.134439,7.022386,93.653984,116.868062,23.214078,100.890568,109.257253,8.366686,104.40093,0.007512,24.126054
PN403a,a,PN403,0.065123,0.043143,5.256004,107.8125,121.875,91.802693,0.990464,0.027282,0.127172,0.021716,141.066422,-13.028628,6.120369,-9.352668,3.864301,1.545258,,7.262316,8.940941,21.786947,5.447531,11.266625,180.612608,143.094098,594.765812,104.440112,6.360568,3.268676,236.065774,199.643794,1434.770141,190.227342,-5.192013,3.624858,343.361281,210.709002,2544.648471,240.870839,-15.693598,3.099916,-11.002471,3.790172,-0.660605,3.166371,21.278496,3.82969,-116.269242,100.456384,4.750663,0.053424,139.94379,15.238576,-37.115002,7.65148,6.165,0.108158,0.035462,57,0.547191,1.732994,1.815844,11.704312,-0.00092,1.194237,1.388461,-9.383783,3.788228,0.43225,4.87,0.083966,0.023374,127.758834,108.966902,77.974321,89.638859,5.993952,30.992581,0.066868,0.736322,0.102349,85.234526,88.467909,92.613935,3.233383,4.146026,7.379409,79.283748,104.727439,25.443691,84.638479,94.637109,9.99863,92.668787,-0.027671,32.839357
HC341a,a,HC341,0.041684,0.027676,7.222222,127.840909,131.25,172.487872,0.248229,0.012469,0.092308,0.013779,159.348572,28.808481,18.828497,-8.538357,16.160151,7.135755,,10.183509,15.438315,30.550526,10.929323,5.580312,242.1913,183.630018,483.659694,91.196623,-5.310627,5.810862,666.970633,370.849853,1304.329928,267.072778,-24.047941,6.901979,702.639559,297.586265,2682.90903,259.956783,-38.062723,4.772447,-29.751159,3.907564,3.954928,4.584848,35.356351,5.790973,-78.872855,100.676339,8.013942,0.064033,175.106625,20.942001,-44.182381,6.003196,2.145,0.059583,0.025259,36,0.384387,5.792592,3.643108,11.674347,-0.002168,-0.134452,2.02415,-15.891004,4.445258,0.583301,3.255,0.087973,0.059417,60.217286,170.530976,101.062848,126.536585,12.723423,69.468127,0.100551,0.720678,0.925855,116.970848,125.394827,135.102737,8.423979,9.707909,18.131888,103.728865,169.281334,65.552469,114.756023,137.361351,22.605328,128.642689,-0.017551,160.394603
HC115a,a,HC115,0.041448,0.032462,7.109323,173.611111,155.555556,272.264736,0.901823,0.03167,0.099472,0.019034,164.957397,-15.686822,6.800268,0.410591,4.101654,1.998914,3.833899,4.16146,7.414904,12.484381,3.129356,15.043188,273.508295,148.502421,533.660611,84.345462,1.455805,3.596088,309.136244,202.853638,1382.730851,171.647226,-6.823137,4.742529,445.117091,283.860141,2341.142969,196.62245,-16.822533,5.737892,-17.059693,5.400322,3.261835,2.833226,22.497278,4.851702,-132.034991,96.543085,4.021909,0.036692,137.814812,15.168386,-37.98725,8.9707,9.025,0.085142,0.035238,106,0.599939,1.155837,1.043119,18.011895,-0.000687,0.165147,1.708299,-9.905661,2.988789,0.391207,5.885,0.055,0.016002,97.257176,169.27544,70.40442,102.659414,14.872941,98.87102,0.144877,1.701077,3.357498,94.237718,98.496095,106.705918,4.258377,8.209823,12.4682,82.455648,152.648603,70.192955,93.05649,110.355569,17.299079,116.73441,-0.103493,154.683641
PN22_3Rb,b,PN22,0.044267,0.033103,6.169154,98.333333,107.5,79.425017,0.422321,0.023618,0.115097,0.018809,130.670334,-14.926796,-24.975391,-18.409626,5.060699,2.506361,13.382867,7.470704,7.953798,22.412111,4.622234,5.165312,194.238512,160.744863,610.915925,86.613228,4.080721,7.647022,365.635028,208.217213,1403.124218,170.517116,-8.782611,6.948379,561.468882,241.464041,2486.017424,242.093504,-21.428087,7.822344,-18.399181,6.083277,-4.099341,4.030939,27.580418,5.396953,-85.622736,103.447059,3.119388,0.017256,143.190749,16.479499,-22.130339,6.917178,2.515,0.078594,0.04379,32,0.486902,1.909605,1.540745,11.952191,-0.000082,5.444662,1.744564,-11.975201,4.595886,0.485934,2.51,0.076061,0.020478,73.697026,238.446781,86.282834,179.423235,21.609316,152.163947,0.120438,-0.814971,3.01129,171.611682,180.125461,193.53194,8.513779,13.406479,21.920257,113.83784,231.877584,118.039744,170.224303,194.698883,24.47458,169.919869,0.116606,436.488514
PN315a,a,PN315,0.0345,0.020129,7.665505,141.25,168.75,96.953597,0.655339,0.013332,0.098424,0.011896,157.462021,-1.968201,1.513355,7.401526,7.698948,2.709937,3.861964,4.883095,7.499252,14.649285,6.163979,4.534313,273.516669,115.96748,515.54255,99.453442,-4.284271,4.426454,431.872947,254.955651,1496.398946,197.133664,-17.484661,4.706876,595.971597,407.890989,2677.205445,182.319147,-31.113428,5.172154,-26.676596,5.012458,2.983187,1.777674,31.179981,4.386662,-109.354475,103.460371,4.514297,0.02473,144.34103,14.015819,-45.571934,8.80492,2.645,0.088167,0.036776,30,0.58333,2.780233,2.05466,18.072289,-0.001875,1.012038,2.05519,-12.203853,2.400038,0.366097,1.66,0.053548,0.014657,112.492778,213.122994,143.460655,178.943528,16.594065,69.662339,0.092734,0.221224,-0.752539,165.608147,177.089318,190.438279,11.481171,13.348961,24.830132,144.215064,210.136886,65.921822,164.609755,194.699315,30.08956,202.67245,-0.382725,84.648529
PN416a,a,PN416,0.061617,0.024348,5.69395,129.545455,150.852273,71.489376,0.498344,0.034138,0.12,0.018762,151.270493,-15.065387,5.566727,-6.502934,4.266241,1.743065,9.642885,5.36742,8.599306,16.102259,3.491791,8.815625,287.285309,119.899323,710.838779,91.098892,-2.953335,4.338803,343.400247,238.25432,1535.278713,126.797804,-12.61022,5.470573,625.034957,406.494083,2980.033289,193.183477,-27.246791,5.271473,-24.926102,3.665427,5.708868,2.406027,28.431299,4.663636,-118.957625,101.111382,2.997545,0.02015,126.98043,14.379148,-43.390515,7.38809,5.455,0.121222,0.049522,45,0.618788,1.394775,1.16393,15.12605,-0.002404,-0.757868,2.270429,-9.0364,2.826236,0.337469,2.975,0.064674,0.020227,498.620838,172.500463,75.793944,145.83706,10.8963,96.706519,0.074716,-1.808681,10.749356,141.43678,145.727739,150.278117,4.290959,4.550378,8.841337,105.903993,169.526182,63.622189,140.403101,152.522737,12.119636,150.770209,-0.05421,110.528218
HC113b,b,HC113,0.056064,0.035613,5.572755,131.25,185.15625,145.161212,0.382431,0.048515,0.12127,0.013575,147.465134,13.690417,19.459797,2.384478,10.606802,5.627355,10.925333,4.886016,6.251995,14.658049,5.64409,22.682312,471.491484,250.895461,645.214861,263.092727,-12.372118,5.886758,582.015918,327.099781,1626.541117,396.639496,-26.018213,5.969425,736.791589,395.243938,2837.386319,376.683881,-37.039489,5.689338,-27.830459,5.814571,5.345623,3.37679,33.419972,6.479645,-97.376424,104.365362,4.491847,0.035725,101.310117,12.028251,-44.426175,7.08413,9.03,0.066397,0.048194,136,0.398108,2.276174,1.881363,9.499264,-0.002079,-3.622803,2.26992,-9.152417,5.526794,0.598704,13.58,0.099124,0.028245,172.240343,227.616874,74.398194,113.86034,13.106239,153.21868,0.115108,2.493297,17.128529,107.935178,112.589801,118.114367,4.654623,5.524566,10.179189,86.345784,156.933333,70.587549,106.531078,119.600103,13.069025,111.53552,0.004659,169.968297
PN405b,b,PN405,0.0544,0.01825,4.755043,101.020408,111.734694,81.165757,0.450579,0.008786,0.149576,0.014604,141.181458,-13.574141,-5.164246,-20.237667,8.368834,5.286788,9.990006,3.105044,4.798224,9.315133,2.667683,14.043875,322.675025,178.220262,500.601983,141.836412,-6.072776,3.564542,330.577901,217.721025,1281.686485,224.077139,-17.285587,6.290832,664.742506,403.993064,2509.10838,289.86885,-33.763648,5.146159,-26.55943,4.278448,2.212205,1.727286,32.115863,5.719459,-73.734622,105.257931,2.258306,0.013147,103.859275,9.562377,-33.356501,5.708585,6.74,0.092329,0.027149,73,0.479925,1.178535,0.889228,9.52381,-0.000703,4.422329,2.774871,-10.369665,5.093154,0.508407,7.14,0.096486,0.032702,51.035621,194.053509,129.546643,171.005884,9.390025,64.506866,0.054911,-0.933227,2.298174,164.962191,171.933764,177.321865,6.971574,5.388101,12.359674,138.607607,189.84532,51.237712,163.798741,178.395674,14.596933,172.931937,-0.005365,86.932562
PN407b,b,PN407,0.028,0.017641,7.149085,90.384615,90.384615,38.461538,0.631688,0.009295,0.108878,0.01073,147.448792,-8.892453,13.494645,-19.044456,4.624595,1.323092,3.870745,3.714922,5.654854,11.144767,6.540504,5.863437,150.521425,65.574781,527.830286,56.653922,2.63028,3.255257,207.404462,97.74018,1355.144454,124.066652,-8.835801,2.738866,414.586038,203.322804,2629.816081,88.531731,-22.230162,3.879474,-21.666946,3.664039,2.85734,1.951137,25.99935,3.847527,-86.997173,104.148975,4.275202,0.032546,110.098554,11.986395,-33.992519,7.959947,2.62,0.063902,0.008447,41,0.446837,3.090875,2.180168,13.162119,-0.000628,1.680104,1.913035,-11.014909,2.211308,0.531258,3.115,0.074167,0.012047,175.925204,149.877139,111.451146,130.93367,6.065464,38.425993,0.046325,-0.49626,1.087744,126.934957,132.305755,134.533049,5.370798,2.227294,7.598092,114.092258,147.624937,33.532679,125.984525,135.08792,9.103395,132.610338,-0.015968,35.843858
HC124a,a,HC124,0.036333,0.035705,6.958393,117.857143,118.928571,59.654618,0.860559,0.017356,0.108371,0.020356,144.285187,-47.223438,9.818206,-20.067945,2.966424,0.939616,15.074731,3.487929,5.93361,10.463786,5.703031,14.17675,188.476737,132.94625,677.827033,80.208321,5.030522,4.205895,309.35271,328.188759,1541.872433,134.438133,-3.914979,4.414993,739.072803,547.362695,2626.210556,213.96901,-15.221545,5.905407,-14.930167,5.010148,-3.102187,2.100394,21.907945,4.937627,-110.30411,103.341753,3.627908,0.018233,121.852076,11.965949,-39.288562,9.296823,8.11,0.084479,0.024372,96,0.572063,2.237978,1.90101,16.466552,-0.00083,2.773332,1.93747,-8.878732,2.979711,0.411237,5.83,0.060103,0.017065,43.735644,235.398465,156.593395,198.278643,10.556347,78.80507,0.05324,-1.030923,5.689392,194.898726,197.409629,201.915483,2.510903,4.505854,7.016757,158.079006,226.599776,68.52077,194.481101,204.172117,9.691016,207.236647,-0.055813,84.521183
